position_abs,time,name,country,date_birth,position_venue,venue,date
2324,45.03,Benyounès Lahlou,MAR,1964-11-03,2,Latakia,1992-09-09
2324,45.03,Samson Kitur,KEN,1966-02-25,1,Roma,1993-06-09
2324,45.03,Sunday Bada,NGR,1969-06-22,1,Lagos,1993-06-17
2324,45.03,Steve Lewis,USA,1969-05-16,4,Berlin,1993-08-27
2324,45.03,Andrew Valmon,USA,1965-01-01,3,Sestriere,1994-07-31
2324,45.03,Quincy Watts,USA,1970-06-19,2,Zürich,1994-08-17
2324,45.03,Marlon Ramsey,USA,1974-09-11,5,Sacramento,1995-06-16
2324,45.03,Kevin Lyles,USA,1973-07-23,6,Sacramento,1995-06-16
2324,45.03,Samson Kitur,KEN,1966-02-25,5,Lausanne,1995-07-05
2324,45.03,Sunday Bada,NGR,1969-06-22,2s1,Göteborg,1995-08-07
2324,45.03,Sunday Bada,NGR,1969-06-22,2,Harare,1995-09-15
2324,45.03,Samson Kitur,KEN,1966-02-25,3q1,Atlanta,1996-07-27
2324,45.03,Davian Clarke,JAM,1976-04-30,3,Kingston,1997-06-21
2324,45.03,Michael Johnson,USA,1967-09-13,1,Houston,1997-07-18
2324,45.03,Davian Clarke,JAM,1976-04-30,1,Rovereto,1997-08-20
2324,45.03,Michael McDonald,JAM,1975-03-17,2,Edwardsville,1998-07-25
2324,45.03,Mark Richardson,GBR,1972-07-26,1s1,Kuala Lumpur,1998-09-17
2324,45.03,Mark Richardson,GBR,1972-07-26,1,Gateshead,1999-06-27
2324,45.03,Gregory Haughton,JAM,1973-11-10,2,Nice,2000-07-08
2324,45.03,Takahiko Yamamura,JPN,1979-08-13,3,Yokohama,2000-09-09
2324,45.03,Michael Blackwood,JAM,1976-08-29,2,Eugene,2003-05-24
2324,45.03,Derrick Brew,USA,1977-12-28,2rA,Madrid,2003-07-19
2324,45.03,Leslie Djhoné,FRA,1981-03-18,2s2,Saint-Denis,2003-08-24
2324,45.03,Jeremy Wariner,USA,1984-01-31,1h1,Austin,2004-06-11
2324,45.03,Eric Milazar,MRI,1975-06-01,1,Brazzaville,2004-07-16
2324,45.03,Ricardo Chambers,JAM,1984-10-07,4,Sacramento,2005-06-11
2324,45.03,Gary Kikaya,COD,1978-02-04,2,Eugene,2006-05-28
2324,45.03,David Neville,USA,1984-06-01,2s1,Sacramento,2006-06-09
2324,45.03,Ricardo Chambers,JAM,1984-10-07,1r2,Thessaloníki,2007-07-30
2324,45.03,Johan Wissman,SWE,1982-12-02,3rA,London,2007-08-03
2324,45.03,Angelo Taylor,USA,1978-12-29,2,Shanghai,2007-09-28
2324,45.03,Angelo Taylor,USA,1978-12-29,1r1,Atlanta,2008-05-17
2324,45.03,David Neville,USA,1984-06-01,3s2,Eugene,2008-06-30
2324,45.03,Christopher Brown,BAH,1978-10-15,2,Carson,2009-05-16
2324,45.03,Michael Bingham,GBR,1986-04-13,1,London,2009-07-25
2324,45.03,Luguelin Santos,DOM,1993-11-12,2,Lausanne,2012-08-23
2324,45.03,David Verburg,USA,1991-05-14,4,Eugene,2013-06-07
2324,45.03,Kévin Borlée,BEL,1988-02-22,4s1,Moskva,2013-08-12
2324,45.03,Anderson Freitas Henriques,BRA,1992-03-03,8,Moskva,2013-08-13
2324,45.03,Anderson Freitas Henriques,BRA,1992-03-03,1,Santiago de Chile,2014-03-14
2324,45.03,David Verburg,USA,1991-05-14,3r2,Ponce,2014-05-17
2324,45.03,Martyn Rooney,GBR,1987-04-03,3,Ostrava,2014-06-17
2324,45.03,Isaac Makwala,BOT,1986-09-29,3,Zürich,2014-08-28
2324,45.03,Youssef Al-Masrahi,KSA,1987-12-31,3,Marrakesh,2014-09-13
2324,45.03,Luguelin Santos,DOM,1993-11-12,4,Zürich,2015-09-03
2324,45.03,David Verburg,USA,1991-05-14,4,Des Moines,2016-04-29
2324,45.03,Matthew Hudson-Smith,GBR,1994-10-26,1,London,2016-07-23
2324,45.03,Liemarvin Bonevacia,NED,1989-04-05,7s1,Rio de Janeiro,2016-08-13
2324,45.03,Marcus Chambers,USA,1994-11-03,1q3,Austin,2017-05-26
2394,45.04,Wayne Collett,USA,1949-10-20,1q2,Echo Summit,1968-09-13
2394,45.04,Karl Honz,FRG,1951-01-28,1,Roma,1974-09-04
2394,45.04,Alfons Brijdenbach,BEL,1954-10-12,4,Montréal,1976-07-29
2394,45.04,Chris Whitlock,USA,1959-05-18,1,Missoula,1983-05-07
2394,45.04,Willie Smith,USA,1956-02-28,1r2,Berlin,1985-08-23
2394,45.04,Innocent Egbunike,NGR,1961-11-30,2,Nice,1986-07-15
2394,45.04,Innocent Egbunike,NGR,1961-11-30,1r1,Köln,1986-08-17
2394,45.04,Kevin Robinzine,USA,1966-04-12,1,Austin,1987-05-02
2394,45.04,Tim Simon,USA,1966-09-11,1s1,Tampa,1988-06-17
2394,45.04,Bert Cameron,JAM,1959-11-16,2rB,Zürich,1988-08-17
2394,45.04,Tim Simon,USA,1966-09-11,1,Berlin,1989-07-05
2394,45.04,Darren Clark,AUS,1965-09-06,1,Melbourne,1990-03-31
2394,45.04,Roberto Hernández,CUB,1967-03-06,1,Milano,1990-06-05
2394,45.04,Danny Everett,USA,1966-11-01,4,New York City,1991-06-15
2394,45.04,Andrew Valmon,USA,1965-01-01,1,New York City,1991-07-20
2394,45.04,Roger Black,GBR,1966-03-31,1,Bruxelles,1991-09-13
2394,45.04,Anthuan Maybank,USA,1969-12-30,1,Indianapolis,1992-05-09
2394,45.04,Calvin Davis,USA,1972-04-02,1,New Orleans,1993-06-05
2394,45.04,Anthuan Maybank,USA,1969-12-30,2,New Orleans,1993-06-05
2394,45.04,Sunday Bada,NGR,1969-06-22,5,Monaco,1993-08-07
2394,45.04,Jude Monye,NGR,1973-11-16,1,Tuscaloosa,1995-05-21
2394,45.04,Ibrahim Ismail,QAT,1972-05-10,1,Djakarta,1996-05-04
2394,45.04,Harry Reynolds,USA,1964-06-08,1,Jena,1996-05-25
2394,45.04,LaMont Smith,USA,1972-12-11,1q3,Atlanta,1996-06-16
2394,45.04,Iwan Thomas,GBR,1974-01-05,2q4,Atlanta,1996-07-27
2394,45.04,Alvin Harrison,USA,1974-01-20,4s1,Atlanta,1996-07-28
2394,45.04,Michael Johnson,USA,1967-09-13,1,Waco,1998-04-18
2394,45.04,Brandon Couts,USA,1979-02-17,1,Des Moines,1998-04-25
2394,45.04,Milton Campbell,USA,1976-05-15,1,Atlanta,1998-05-23
2394,45.04,Jerome Davis,USA,1977-08-22,4,New Orleans,1998-06-21
2394,45.04,Alejandro Cárdenas,MEX,1974-09-04,1,Lisboa,1998-07-18
2394,45.04,Derrick Brew,USA,1977-12-28,1,Stuttgart,1998-07-19
2394,45.04,Danny McCray,USA,1974-03-11,3,Edwardsville,1998-07-25
2394,45.04,Davis Kamoga,UGA,1968-03-17,1s1,Dakar,1998-08-19
2394,45.04,Robert Mackowiak,POL,1970-05-13,2,Budapest,1998-08-21
2394,45.04,Arnaud Malherbe,RSA,1972-11-20,2,Pietersburg,1999-03-13
2394,45.04,Derrick Brew,USA,1977-12-28,2,Boise,1999-06-05
2394,45.04,Alejandro Cárdenas,MEX,1974-09-04,1,Nürnberg,2000-06-25
2394,45.04,Avard Moncur,BAH,1978-11-02,1,Cottbus,2000-08-23
2394,45.04,David Canal,ESP,1978-12-07,3,Sevilla,2001-06-08
2394,45.04,Eric Milazar,MRI,1975-06-01,2s2,Manchester,2002-07-27
2394,45.04,Leslie Djhoné,FRA,1981-03-18,1,Bydgoszcz,2003-07-19
2394,45.04,Jerome Young,USA,1976-08-14,1,Monaco,2003-09-13
2394,45.04,Ezra Sambu,KEN,1978-09-04,1,Hyderabad,2003-10-28
2394,45.04,Tim Benjamin,GBR,1982-05-02,3,London,2004-07-30
2394,45.04,Hamdan Odha Al-Bishi,KSA,1981-05-05,1,El Djezair,2004-10-05
2394,45.04,Andrew Rock,USA,1982-01-23,4,Zürich,2005-08-19
2394,45.04,Michael Blackwood,JAM,1976-08-29,2,Gateshead,2006-06-11
2394,45.04,Brandon Simpson,JAM,1981-09-06,1,Huelva,2006-06-20
2394,45.04,Lionel Larry,USA,1986-09-14,1,Los Angeles,2008-05-03
2394,45.04,LeJerald Betters,USA,1988-02-06,1,Lincoln,2008-05-31
2394,45.04,Rennie Quow,TTO,1987-08-25,2rA,New York City,2008-05-31
2394,45.04,Andrae Williams,BAH,1983-07-11,2,Baie Mahault,2009-05-01
2394,45.04,Christopher Brown,BAH,1978-10-15,3,New York City,2009-05-30
2394,45.04,Angelo Taylor,USA,1978-12-29,1,Baie Mahault,2010-05-01
2394,45.04,Jonathan Borlée,BEL,1988-02-22,1,Strasbourg,2011-06-12
2394,45.04,Christopher Brown,BAH,1978-10-15,3,London,2011-08-05
2394,45.04,Angelo Taylor,USA,1978-12-29,4,London,2011-08-05
2394,45.04,Jeremy Wariner,USA,1984-01-31,1,Atlanta,2012-05-12
2394,45.04,Luguelin Santos,DOM,1993-11-12,1h1,London,2012-08-04
2394,45.04,Pako Seribe,BOT,1991-04-07,2,Potchefstroom,2014-05-10
2394,45.04,Luguelin Santos,DOM,1993-11-12,3,Edmonton,2014-07-06
2394,45.04,Rusheen McDonald,JAM,1992-08-17,4rA,Madrid,2015-07-11
2394,45.04,Donald Blair-Sanford,ISR,1987-02-02,1,Zhukovskiy,2015-07-19
2394,45.04,Martyn Rooney,GBR,1987-04-03,1s2,Amsterdam,2016-07-07
2394,45.04,Baboloki Thebe,BOT,1997-03-18,2,Eugene,2017-05-27
2394,45.04,Demish Gaye,JAM,1993-01-20,6,London,2017-08-08
2461,45.05,Willie Smith,USA,1956-02-28,1,Knoxville,1981-04-11
2461,45.05,Bert Cameron,JAM,1959-11-16,1s3,Baton Rouge,1981-06-05
2461,45.05,Bert Cameron,JAM,1959-11-16,1,Santo Domingo,1981-07-11
2461,45.05,Cliff Wiley,USA,1955-05-21,1,Knoxville,1982-06-20
2461,45.05,Darren Clark,AUS,1965-09-06,1,London,1983-07-24
2461,45.05,Bert Cameron,JAM,1959-11-16,1,Helsinki,1983-08-10
2461,45.05,Yevgeniy Lomtyev,RUS,1961-10-20,2,Kiev,1984-06-22
2461,45.05,Thomas Schönlebe,GER,1965-08-06,3,Potsdam,1984-07-21
2461,45.05,Roberto Hernández,CUB,1967-03-06,2,Santiago de Cuba,1986-02-21
2461,45.05,Danny Everett,USA,1966-11-01,2,Hengelo,1987-07-19
2461,45.05,Danny Everett,USA,1966-11-01,1,Roma,1987-07-22
2461,45.05,Henry Thomas,USA,1967-07-10,1,Koblenz,1987-08-13
2461,45.05,Steve Lewis,USA,1969-05-16,1,Villeneuve d'Ascq,1989-06-25
2461,45.05,Gabriel Tiacoh,CIV,1963-09-10,1,Vigo,1989-06-30
2461,45.05,Danny Everett,USA,1966-11-01,2,Seattle,1990-07-24
2461,45.05,Roger Black,GBR,1966-03-31,5r1,Zürich,1990-08-15
2461,45.05,Ian Morris,TTO,1961-11-30,2,New York City,1991-07-20
2461,45.05,Andrew Valmon,USA,1965-01-01,4,Köln,1991-09-08
2461,45.05,Deon Minor,USA,1973-01-22,2,Houston,1992-05-23
2461,45.05,Andrew Valmon,USA,1965-01-01,1,Dar-el-Beida,1992-05-31
2461,45.05,Deon Minor,USA,1973-01-22,1h1,Austin,1992-06-03
2461,45.05,Chip Jenkins,USA,1964-04-09,4s2,New Orleans,1992-06-24
2461,45.05,Darnell Hall,USA,1971-09-26,6,New Orleans,1992-06-26
2461,45.05,Steve Lewis,USA,1969-05-16,3,Berlin,1992-08-21
2461,45.05,Michael Johnson,USA,1967-09-13,2s1,Eugene,1993-06-18
2461,45.05,Steve Lewis,USA,1969-05-16,1,Gateshead,1993-07-30
2461,45.05,Quincy Watts,USA,1970-06-19,4,Stuttgart,1993-08-17
2461,45.05,Harry Reynolds,USA,1964-06-08,4,Bruxelles,1993-09-03
2461,45.05,Darnell Hall,USA,1971-09-26,1h5,Sacramento,1995-06-14
2461,45.05,Harry Reynolds,USA,1964-06-08,2h2,Sacramento,1995-06-14
2461,45.05,Alejandro Cárdenas,MEX,1974-09-04,3,Ciudad de México,1996-06-09
2461,45.05,Derek Mills,USA,1972-07-09,1,Luzern,1996-06-25
2461,45.05,Roger Black,GBR,1966-03-31,1,Sheffield,1996-08-25
2461,45.05,Davis Kamoga,UGA,1968-03-17,2,Bratislava,1997-06-10
2461,45.05,Mark Richardson,GBR,1972-07-26,2q4,Athínai,1997-08-03
2461,45.05,Derek Mills,USA,1972-07-09,2,Osaka,1998-05-09
2461,45.05,Roxbert Martin,JAM,1969-11-05,2,Stuttgart,1998-07-19
2461,45.05,Roxbert Martin,JAM,1969-11-05,4,Edwardsville,1998-07-25
2461,45.05,Jerome Young,USA,1976-08-14,2,Paris,1998-07-29
2461,45.05,Mark Richardson,GBR,1972-07-26,1,Sheffield,1998-08-02
2461,45.05,Michael McDonald,JAM,1975-03-17,6,Zürich,1998-08-12
2461,45.05,Jerome Young,USA,1976-08-14,7,Zürich,1998-08-12
2461,45.05,Ibrahima Wade,SEN,1968-09-06,3,Dakar,1998-08-20
2461,45.05,Sanderlei Claro Parrela,BRA,1974-10-07,1,Bellinzona,1999-09-01
2461,45.05,Ja'Warren Hooker,USA,1978-09-24,5,Sacramento,2000-07-16
2461,45.05,Jun Osakada,JPN,1974-04-02,4,Yokohama,2000-09-09
2461,45.05,Derrick Brew,USA,1977-12-28,3,Palo Alto,2003-06-21
2461,45.05,David Neville,USA,1984-06-01,1,West Lafayette,2004-05-16
2461,45.05,Carlos Santa,DOM,1978-01-07,1,Huelva,2004-08-07
2461,45.05,Derrick Brew,USA,1977-12-28,1s2,Athínai,2004-08-21
2461,45.05,Leslie Djhoné,FRA,1981-03-18,4,Rieti,2004-09-05
2461,45.05,Gary Kikaya,COD,1978-02-04,1,Strasbourg,2005-06-23
2461,45.05,John Steffensen,AUS,1982-08-30,1s2,Melbourne,2006-03-21
2461,45.05,Darold Williamson,USA,1983-02-19,1h1,Indianapolis,2006-06-22
2461,45.05,Tyler Christopher,CAN,1983-10-03,2,Rio de Janeiro,2007-07-25
2461,45.05,Michael Blackwood,JAM,1976-08-29,3,Monaco,2007-07-25
2461,45.05,Christopher Brown,BAH,1978-10-15,3,Zürich,2008-08-29
2461,45.05,Rennie Quow,TTO,1987-08-25,3,Carson,2009-05-16
2461,45.05,Michael Bingham,GBR,1986-04-13,1,Greensboro,2009-05-30
2461,45.05,Tyson Gay,USA,1982-08-09,1,Kingston,2010-05-01
2461,45.05,Tavaris Tate,USA,1990-12-21,1s2,Greensboro,2010-05-27
2461,45.05,Christopher Brown,BAH,1978-10-15,3,Roma,2010-06-10
2461,45.05,Kirani James,GRN,1992-09-01,1,Eugene,2010-06-11
2461,45.05,Christopher Brown,BAH,1978-10-15,3,Monaco,2010-07-22
2461,45.05,LeJerald Betters,USA,1988-02-06,1,Villeneuve d'Ascq,2010-08-24
2461,45.05,Joey Hughes,USA,1990-10-26,2,Tucson,2011-05-14
2461,45.05,Jonathan Borlée,BEL,1988-02-22,2,Saint-Denis,2011-07-08
2461,45.05,Mike Berry,USA,1991-12-10,1h2,Des Moines,2012-06-06
2461,45.05,Martyn Rooney,GBR,1987-04-03,1,Bruxelles,2013-09-06
2461,45.05,Jonathan Borlée,BEL,1988-02-22,2,Bruxelles,2013-09-06
2461,45.05,Mike Berry,USA,1991-12-10,1,Pullman,2014-05-18
2461,45.05,Abdalelah Haroun,QAT,1997-01-01,4,Roma,2016-06-02
2461,45.05,LaShawn Merritt,USA,1986-06-27,1s2,Eugene,2016-07-02
2461,45.05,Arman Hall,USA,1994-02-14,1,Edmonton,2016-07-16
2461,45.05,Karabo Sibanda,BOT,1998-07-02,4,Ad-Dawhah,2017-05-05
2461,45.05,Vernon Norwood,USA,1992-04-10,3,Eugene,2017-05-27
2461,45.05,Nathon Allen,JAM,1995-10-28,1h3,Eugene,2017-06-07
2461,45.05,Michael Cherry,USA,1995-03-23,1s2,Sacramento,2017-06-23
2461,45.05,Bryshon Nellum,USA,1989-05-01,2s2,Sacramento,2017-06-23
2461,45.05,Jamal Walton,CAY,1998-11-25,3h5,London,2017-08-05
2541,45.06,Martin Jellinghaus,FRG,1944-10-26,3s2,Ciudad de México,1968-10-17
2541,45.06,Lee Evans,USA,1947-02-25,2,Knoxville,1969-06-21
2541,45.06,Harald Schmid,FRG,1957-09-29,2,Stuttgart,1978-08-22
2541,45.06,Harald Schmid,FRG,1957-09-29,1,Köln,1980-08-10
2541,45.06,Cliff Wiley,USA,1955-05-21,1,Lausanne,1981-07-14
2541,45.06,Walter McCoy,USA,1958-11-15,2q2,Los Angeles,1984-06-18
2541,45.06,Thomas Schönlebe,GER,1965-08-06,1,Jena,1985-06-12
2541,45.06,Roddie Haley,USA,1965-12-06,3,Indianapolis,1985-06-16
2541,45.06,Ralf Lübke,GER,1965-06-17,2,Stuttgart,1985-08-03
2541,45.06,Michael Franks,USA,1963-09-23,1,Tokyo,1985-09-21
2541,45.06,Clarence Daniel,USA,1961-06-11,1,Tampa,1987-04-11
2541,45.06,Darren Clark,AUS,1965-09-06,2r2,Zürich,1987-08-19
2541,45.06,Antonio McKay,USA,1964-02-09,3r2,Zürich,1987-08-19
2541,45.06,Derek Redmond,GBR,1965-09-03,5,Roma,1987-09-03
2541,45.06,Walter McCoy,USA,1958-11-15,3q2,Indianapolis,1988-07-17
2541,45.06,Harry Reynolds,USA,1964-06-08,2,Monaco,1989-09-01
2541,45.06,Danny Everett,USA,1966-11-01,3,Lausanne,1990-07-12
2541,45.06,Patrick Delice,TTO,1967-11-12,1,Odessa,1991-05-17
2541,45.06,Robson Caetano da Silva,BRA,1964-09-04,1,São Paulo,1991-05-19
2541,45.06,Quincy Watts,USA,1970-06-19,2q4,Barcelona,1992-08-02
2541,45.06,Quincy Watts,USA,1970-06-19,3,London,1993-09-10
2541,45.06,Derek Mills,USA,1972-07-09,1,Boise,1994-06-04
2541,45.06,Antonio Pettigrew,USA,1967-11-03,1s1,Knoxville,1994-06-17
2541,45.06,Sunday Bada,NGR,1969-06-22,3,Durham,1994-08-13
2541,45.06,Steve Lewis,USA,1969-05-16,1,Walnut,1995-04-15
2541,45.06,Mark Richardson,GBR,1972-07-26,3,Oslo,1995-07-21
2541,45.06,Calvin Davis,USA,1972-04-02,1r2,Rhede,1996-05-24
2541,45.06,Jamie Baulch,GBR,1973-05-03,3,Gateshead,1996-06-30
2541,45.06,Harry Reynolds,USA,1964-06-08,1h3,Indianapolis,1997-06-12
2541,45.06,Jamie Baulch,GBR,1973-05-03,1q2,Athínai,1997-08-03
2541,45.06,Clement Chukwu,NGR,1973-07-07,1q3,Athínai,1997-08-03
2541,45.06,Davian Clarke,JAM,1976-04-30,2,Kingston,1998-06-27
2541,45.06,Jerome Young,USA,1976-08-14,1,Tokyo,1998-09-19
2541,45.06,Jerome Davis,USA,1977-08-22,3,Boise,1999-06-05
2541,45.06,Sanderlei Claro Parrela,BRA,1974-10-07,1,Thessaloníki,1999-06-23
2541,45.06,Jamie Baulch,GBR,1973-05-03,1s1,Birmingham,2000-08-12
2541,45.06,Davian Clarke,JAM,1976-04-30,1q2,Sydney,2000-09-23
2541,45.06,Avard Moncur,BAH,1978-11-02,1h3,Eugene,2001-05-31
2541,45.06,Alleyne Francique,GRN,1976-06-07,1s1,Manchester,2002-07-27
2541,45.06,Alleyne Francique,GRN,1976-06-07,1,Rovereto,2002-08-28
2541,45.06,Ingo Schultz,GER,1975-07-26,5,Roma,2003-07-11
2541,45.06,David Canal,ESP,1978-12-07,1,Erfurt,2004-06-13
2541,45.06,Jerry Harris,USA,1981-10-29,7,Sacramento,2004-07-15
2541,45.06,Otis Harris,USA,1982-06-30,3,Monaco,2004-09-18
2541,45.06,Darold Williamson,USA,1983-02-19,1,Fayetteville,2005-04-23
2541,45.06,Carlos Santa,DOM,1978-01-07,6,Monaco,2005-09-09
2541,45.06,Clinton Hill,AUS,1980-04-19,1rA,Canberra,2006-01-26
2541,45.06,Gary Kikaya,COD,1978-02-04,1,Osaka,2006-05-06
2541,45.06,Mitch Potter,USA,1980-09-16,2,Xalapa,2006-05-13
2541,45.06,Clinton Hill,AUS,1980-04-19,3,Gateshead,2006-06-11
2541,45.06,Bershawn Jackson,USA,1983-05-08,3s1,Indianapolis,2007-06-22
2541,45.06,Angelo Taylor,USA,1978-12-29,2,Baie Mahault,2008-05-01
2541,45.06,Joel Milburn,AUS,1986-03-17,3s2,Beijing,2008-08-19
2541,45.06,William Collazo,CUB,1986-08-31,6s1,Beijing,2008-08-19
2541,45.06,Jeremy Wariner,USA,1984-01-31,1,Des Moines,2009-04-25
2541,45.06,Calvin Smith,USA,1987-12-10,1s1,Greensboro,2010-05-28
2541,45.06,Jermaine Gonzáles,JAM,1984-11-26,1,Rabat,2010-06-06
2541,45.06,Demetrius Pinder,BAH,1989-02-13,2r3,Baton Rouge,2011-04-02
2541,45.06,David Verburg,USA,1991-05-14,1,Fairfax,2012-05-05
2541,45.06,Michael Mathieu,BAH,1984-06-24,1r1,Uberlândia,2012-05-13
2541,45.06,Luguelin Santos,DOM,1993-11-12,1rA,Kingston,2013-05-04
2541,45.06,Tony McQuay,USA,1990-04-16,1h1,Moskva,2013-08-11
2541,45.06,Luguelin Santos,DOM,1993-11-12,1,Ciudad de México,2014-08-16
2541,45.06,Jonathan Borlée,BEL,1988-02-22,4rA,Kingston,2015-05-09
2541,45.06,Conrad Williams,GBR,1982-03-20,1rA,Génève,2015-06-06
2541,45.06,Machel Cedenio,TTO,1995-06-09,7,Beijing,2015-08-26
2541,45.06,Fitzroy Dunkley,JAM,1993-05-20,2,Eugene,2016-06-10
2541,45.06,Pavel Maslák,CZE,1991-02-21,3s2,Rio de Janeiro,2016-08-13
2541,45.06,Vernon Norwood,USA,1992-04-10,6s1,Sacramento,2017-06-23
2610,45.07,Otis Davis,USA,1932-07-12,1,Roma,1960-09-06
2610,45.07,Bill Green,USA,1961-05-01,2,Westwood,1981-05-10
2610,45.07,Alonzo Babers,USA,1961-10-31,1r2,Zürich,1983-08-24
2610,45.07,Bert Cameron,JAM,1959-11-16,1,Kingston,1984-06-16
2610,45.07,Sunder Nix,USA,1961-12-02,1q1,Los Angeles,1984-06-18
2610,45.07,Jens Carlowitz,GER,1964-08-08,1,Budapest,1984-08-20
2610,45.07,Willie Smith,USA,1956-02-28,1,Köln,1984-08-26
2610,45.07,Alonzo Babers,USA,1961-10-31,2,Koblenz,1984-08-29
2610,45.07,Roddie Haley,USA,1965-12-06,1s3,Indianapolis,1985-06-15
2610,45.07,Darren Clark,AUS,1965-09-06,2,Oslo,1985-07-27
2610,45.07,Ray Armstead,USA,1960-05-27,2r1,Köln,1985-08-25
2610,45.07,Devon Morris,JAM,1961-01-22,1,Russellville,1986-05-24
2610,45.07,Walter McCoy,USA,1958-11-15,3,Eugene,1986-06-21
2610,45.07,Innocent Egbunike,NGR,1961-11-30,2,Budapest,1986-08-11
2610,45.07,Innocent Egbunike,NGR,1961-11-30,1s2,Nairobi,1987-08-08
2610,45.07,Raymond Pierre,USA,1967-09-19,3r1,Berlin,1987-08-21
2610,45.07,Antonio McKay,USA,1964-02-09,4r1,Berlin,1987-08-21
2610,45.07,Andrew Valmon,USA,1965-01-01,2,Sestriere,1988-08-11
2610,45.07,Mark Rowe,USA,1960-07-28,3,Athínai,1988-09-03
2610,45.07,Olivier Noirot,FRA,1969-08-26,1,Dijon,1991-07-28
2610,45.07,Ian Morris,TTO,1961-11-30,3q1,Tokyo,1991-08-26
2610,45.07,Derek Mills,USA,1972-07-09,2s2,Austin,1992-06-05
2610,45.07,Roberto Hernández,CUB,1967-03-06,2h1,Barcelona,1992-08-01
2610,45.07,Quincy Watts,USA,1970-06-19,1q1,Stuttgart,1993-08-15
2610,45.07,Antonio Pettigrew,USA,1967-11-03,1,New York City,1994-05-22
2610,45.07,Roger Black,GBR,1966-03-31,1,Madrid,1995-06-20
2610,45.07,Darnell Hall,USA,1971-09-26,3s1,Göteborg,1995-08-07
2610,45.07,Gregory Haughton,JAM,1973-11-10,1,Fairfax,1996-05-04
2610,45.07,Charles Gitonga,KEN,1971-10-05,1r1,Walnut,1997-04-20
2610,45.07,Davian Clarke,JAM,1976-04-30,4s1,Athínai,1997-08-04
2610,45.07,Roger Black,GBR,1966-03-31,4rA,Zürich,1997-08-13
2610,45.07,Arnaud Malherbe,RSA,1972-11-20,3,Roodepoort,1998-03-16
2610,45.07,Kennedy Ochieng,KEN,1971-12-30,1,Luzern,1999-07-05
2610,45.07,Gregory Haughton,JAM,1973-11-10,5,Sevilla,1999-08-26
2610,45.07,Andrew Pierce,USA,1979-06-08,1h4,Eugene,2001-06-21
2610,45.07,Pete Coley,JAM,1981-02-21,3,Baton Rouge,2002-06-01
2610,45.07,Michael Blackwood,JAM,1976-08-29,1,Manchester,2002-07-28
2610,45.07,Avard Moncur,BAH,1978-11-02,3,Berlin,2002-09-06
2610,45.07,Jerry Harris,USA,1981-10-29,3s2,Sacramento,2004-07-12
2610,45.07,Ingo Schultz,GER,1975-07-26,4,Madrid,2004-07-17
2610,45.07,John Steffensen,AUS,1982-08-30,1,Sydney,2007-02-17
2610,45.07,Sanjay Ayre,JAM,1980-06-19,1,Kingston,2007-06-24
2610,45.07,Calvin Smith,USA,1987-12-10,3rA,Barcelona,2008-07-19
2610,45.07,Sean Wroe,AUS,1985-03-18,1,Brisbane,2009-03-20
2610,45.07,Ato Stephens,TTO,1979-06-19,1r2,Ponce,2009-05-16
2610,45.07,Andrae Williams,BAH,1983-07-11,2r2,Ponce,2009-05-16
2610,45.07,Tavaris Tate,USA,1990-12-21,1h5,Greensboro,2010-05-27
2610,45.07,Tabarie Henry,ISV,1987-12-01,2,Mayagüez,2010-07-26
2610,45.07,Jermaine Gonzáles,JAM,1984-11-26,1,Ostrava,2011-05-31
2610,45.07,Oscar Pistorius,RSA,1986-11-22,1,Lignano Sabbiadoro,2011-07-19
2610,45.07,Jonathan Borlée,BEL,1988-02-22,5,Daegu,2011-08-30
2610,45.07,Wayde van Niekerk,RSA,1992-07-15,1,Hengelo,2014-06-08
2610,45.07,Mike Berry,USA,1991-12-10,2,Eugene,2014-06-13
2610,45.07,Boniface Muchero,KEN,1992-05-02,3,Marrakesh,2014-08-12
2610,45.07,Michael Mathieu,BAH,1984-06-24,4h3,Beijing,2015-08-23
2610,45.07,Vernon Norwood,USA,1992-04-10,6s1,Beijing,2015-08-24
2610,45.07,Christopher Brown,BAH,1978-10-15,7s1,Beijing,2015-08-24
2610,45.07,Nathan Strother,USA,1995-09-06,1h3,Eugene,2016-06-08
2610,45.07,David Verburg,USA,1991-05-14,2,Edmonton,2016-07-16
2610,45.07,Luka Janezic,SLO,1995-11-14,4s2,Rio de Janeiro,2016-08-13
2610,45.07,Karabo Sibanda,BOT,1998-07-02,1rA,Sasolburg,2017-03-28
2610,45.07,Nathan Strother,USA,1995-09-06,2q1,Lexington,2017-05-26
2672,45.08,Carl Kaufmann,GER,1936-03-25,2,Roma,1960-09-06
2672,45.08,Fred Newhouse,USA,1948-11-08,2,Cali,1971-08-01
2672,45.08,Benny Brown,USA,1953-09-27,1,Provo,1975-06-07
2672,45.08,Bert Cameron,JAM,1959-11-16,1r1,Bruxelles,1981-08-28
2672,45.08,Bert Cameron,JAM,1959-11-16,1,El Paso,1982-05-08
2672,45.08,Darren Clark,AUS,1965-09-06,1,Oslo,1986-07-05
