position_abs,time,name,country,date_birth,position_venue,venue,date
862,44.7,Roberto Hernández,CUB,1967-03-06,2r1,Köln,1989-08-20
862,44.7,Tim Simon,USA,1966-09-11,1h2,Norwalk,1990-06-15
862,44.7,Roberto Hernández,CUB,1967-03-06,1,Nice,1990-07-10
862,44.7,Harry Reynolds,USA,1964-06-08,1,Salamanca,1995-07-18
862,44.7,Gregory Haughton,JAM,1973-11-10,1s2,Göteborg,1995-08-07
862,44.7,Harry Reynolds,USA,1964-06-08,2,Zürich,1995-08-16
862,44.7,Calvin Harrison,USA,1974-01-20,1h4,Atlanta,1996-06-15
862,44.7,Iwan Thomas,GBR,1974-01-05,5,Atlanta,1996-07-29
862,44.7,Mark Richardson,GBR,1972-07-26,4r1,Lausanne,1997-07-02
862,44.7,Sanderlei Claro Parrela,BRA,1974-10-07,1h2,Winnipeg,1999-07-24
862,44.7,Derrick Brew,USA,1977-12-28,1,Baton Rouge,2000-05-14
862,44.7,Gregory Haughton,JAM,1973-11-10,3,Sydney,2000-09-25
862,44.7,Hendrik Mokganyetsi,RSA,1975-09-07,2r1,Sevilla,2001-06-08
862,44.7,Avard Moncur,BAH,1978-11-02,1r1,Thessaloníki,2001-08-22
862,44.7,Tyree Washington,USA,1976-08-28,1,Eugene,2003-05-24
862,44.7,Jerome Young,USA,1976-08-14,1s1,Saint-Denis,2003-08-24
862,44.7,Darold Williamson,USA,1983-02-19,4,Sacramento,2004-07-15
862,44.7,Andrew Rock,USA,1982-01-23,3,Carson,2005-06-25
862,44.7,Brandon Simpson,JAM,1981-09-06,1,Bruxelles,2005-08-26
862,44.7,Xavier Carter,USA,1985-12-08,1rA,New York City,2008-05-31
862,44.7,LeJerald Betters,USA,1988-02-06,2rA,Lausanne,2010-07-08
862,44.7,Youssef Al-Masrahi,KSA,1987-12-31,2,Des Moines,2015-04-24
862,44.7,Javon Francis,JAM,1994-12-14,1,Kingston,2015-06-28
862,44.7,Machel Cedenio,TTO,1995-06-09,2,Toronto,2015-07-23
862,44.7,Lalonde Gordon,TTO,1988-11-25,4s2,Beijing,2015-08-24
862,44.7,Bralon Taplin,GRN,1992-05-08,2,Zürich,2016-09-01
894,44.71,Antonio McKay,USA,1964-02-09,1,Los Angeles,1984-06-21
894,44.71,Antonio McKay,USA,1964-02-09,3,Los Angeles,1984-08-08
894,44.71,Darrell Robinson,USA,1963-12-23,2,Los Angeles,1985-06-08
894,44.71,Andre Phillips,USA,1959-09-05,3,Westwood,1986-05-17
894,44.71,Derek Redmond,GBR,1965-09-03,2r1,Zürich,1987-08-19
894,44.71,Miles Murphy,AUS,1967-05-19,1,Perth,1988-03-26
894,44.71,Tim Simon,USA,1966-09-11,2,Lausanne,1989-06-27
894,44.71,Steve Lewis,USA,1969-05-16,1,Sevilla,1991-05-30
894,44.71,Danny Everett,USA,1966-11-01,1,Roma,1991-07-17
894,44.71,Roger Black,GBR,1966-03-31,1,Malmö,1991-08-05
894,44.71,Roberto Hernández,CUB,1967-03-06,1q1,Tokyo,1991-08-26
894,44.71,Antonio Pettigrew,USA,1967-11-03,4,Zürich,1992-08-19
894,44.71,Steve Lewis,USA,1969-05-16,2,Monaco,1993-08-07
894,44.71,Harry Reynolds,USA,1964-06-08,1q4,Stuttgart,1993-08-15
894,44.71,Samson Kitur,KEN,1966-02-25,4,Göteborg,1995-08-09
894,44.71,Iwan Thomas,GBR,1974-01-05,6rA,Lausanne,1996-07-03
894,44.71,Jerome Young,USA,1976-08-14,1,Atlanta,1997-05-24
894,44.71,Tyree Washington,USA,1976-08-28,3,Roma,1998-07-14
894,44.71,Roger Black,GBR,1966-03-31,4,Birmingham,1998-07-26
894,44.71,Sanderlei Claro Parrela,BRA,1974-10-07,3r2,Lausanne,1999-07-02
894,44.71,Michael McDonald,JAM,1975-03-17,1,Rio de Janeiro,2001-05-06
894,44.71,Jerome Young,USA,1976-08-14,2,Roma,2003-07-11
894,44.71,Jeremy Wariner,USA,1984-01-31,1,Austin,2004-06-12
894,44.71,Kerron Clement,USA,1985-10-31,1,New York City,2006-06-03
894,44.71,Ricardo Chambers,JAM,1984-10-07,2,Sacramento,2006-06-10
894,44.71,Tyler Christopher,CAN,1983-10-03,6,Osaka,2007-08-31
894,44.71,Tyler Christopher,CAN,1983-10-03,2,Carson,2008-05-18
894,44.71,LeJerald Betters,USA,1988-02-06,2,Des Moines,2010-06-26
894,44.71,Jonathan Borlée,BEL,1988-02-22,1s1,Barcelona,2010-07-28
894,44.71,Luguelin Santos,DOM,1993-11-12,2,Guadalajara,2011-10-26
894,44.71,Isaac Makwala,BOT,1986-09-29,1,Glasgow,2014-07-12
894,44.71,Martyn Rooney,GBR,1987-04-03,1,Zürich,2014-08-15
894,44.71,David Verburg,USA,1991-05-14,3s1,Beijing,2015-08-24
894,44.71,Luguelin Santos,DOM,1993-11-12,4s1,Rio de Janeiro,2016-08-13
928,44.72,Bert Cameron,JAM,1959-11-16,1,Walnut,1982-04-25
928,44.72,Hartmut Weber,FRG,1960-10-17,1,Athínai,1982-09-09
928,44.72,Antonio McKay,USA,1964-02-09,1q1,Los Angeles,1984-08-05
928,44.72,Thomas Schönlebe,GER,1965-08-06,2,Canberra,1985-10-05
928,44.72,Darren Clark,AUS,1965-09-06,6r2,Zürich,1986-08-13
928,44.72,Bert Cameron,JAM,1959-11-16,2,Indianapolis,1987-08-13
928,44.72,Danny Everett,USA,1966-11-01,1,Villeneuve d'Ascq,1988-06-27
928,44.72,Innocent Egbunike,NGR,1961-11-30,5,Seoul,1988-09-28
928,44.72,Danny Everett,USA,1966-11-01,1,Westwood,1990-05-20
928,44.72,Steve Lewis,USA,1969-05-16,2,Roma,1991-07-17
928,44.72,Roberto Hernández,CUB,1967-03-06,2s1,Barcelona,1992-08-03
928,44.72,Roger Black,GBR,1966-03-31,5s2,Barcelona,1992-08-03
928,44.72,Michael Johnson,USA,1967-09-13,1q3,Stuttgart,1993-08-15
928,44.72,Calvin Harrison,USA,1974-01-20,1,Eugene,1996-05-26
928,44.72,Jamie Baulch,GBR,1973-05-03,4,Birmingham,1996-06-16
928,44.72,Roger Black,GBR,1966-03-31,1q2,Atlanta,1996-07-27
928,44.72,Sanderlei Claro Parrela,BRA,1974-10-07,1,Walnut,1999-04-18
928,44.72,Sanderlei Claro Parrela,BRA,1974-10-07,1q4,Sevilla,1999-08-23
928,44.72,Brandon Couts,USA,1979-02-17,2,Columbia,2000-05-21
928,44.72,Avard Moncur,BAH,1978-11-02,1,Durham,2000-06-03
928,44.72,Tyree Washington,USA,1976-08-28,2,Eugene,2000-06-24
928,44.72,Mark Richardson,GBR,1972-07-26,2,Bruxelles,2000-08-25
928,44.72,Alleyne Francique,GRN,1976-06-07,1rA,Poznan,2002-08-18
928,44.72,Michael Blackwood,JAM,1976-08-29,1,Paris,2002-09-14
928,44.72,Jerry Harris,USA,1981-10-29,1rB,Stockholm,2004-07-27
928,44.72,Tyler Christopher,CAN,1983-10-03,1,Belém,2005-05-22
928,44.72,Gary Kikaya,COD,1978-02-04,1,Xalapa,2006-05-13
928,44.72,Johan Wissman,SWE,1982-12-02,7,Osaka,2007-08-31
928,44.72,LaShawn Merritt,USA,1986-06-27,1r1,Raleigh,2008-03-28
928,44.72,Martyn Rooney,GBR,1987-04-03,1,Monaco,2008-07-29
928,44.72,Jermaine Gonzáles,JAM,1984-11-26,3rA,Lausanne,2010-07-08
928,44.72,Angelo Taylor,USA,1978-12-29,3,Zürich,2010-08-19
928,44.72,Kirani James,GRN,1992-09-01,1,Daegu,2012-05-16
928,44.72,Kirani James,GRN,1992-09-01,1rA,Nassau,2013-04-13
928,44.72,Youssef Al-Masrahi,KSA,1987-12-31,1,Ad-Dawhah,2013-05-22
928,44.72,Tony McQuay,USA,1990-04-16,2s1,Des Moines,2013-06-21
928,44.72,Luguelin Santos,DOM,1993-11-12,3,Des Moines,2014-04-25
928,44.72,Rennie Quow,TTO,1987-08-25,3,Székesfehérvár,2015-07-07
928,44.72,David Verburg,USA,1991-05-14,2rA,Madrid,2015-07-11
928,44.72,Liemarvin Bonevacia,NED,1989-04-05,5h2,Beijing,2015-08-23
928,44.72,Steven Gardiner,BAH,1995-09-12,5s3,Rio de Janeiro,2016-08-13
969,44.73,Willie Smith,USA,1956-02-28,1,Tuscaloosa,1978-04-15
969,44.73,James Rolle,USA,1964-02-02,1,Colorado Springs,1983-07-02
969,44.73,Danny Everett,USA,1966-11-01,3r1,Zürich,1987-08-19
969,44.73,David Kitur,KEN,1962-10-12,3s2,Roma,1987-09-01
969,44.73,Roberto Hernández,CUB,1967-03-06,1,Sevilla,1988-06-01
969,44.73,Michael Johnson,USA,1967-09-13,1,Des Moines,1991-04-27
969,44.73,Derek Mills,USA,1972-07-09,1,Monaco,1994-08-02
969,44.73,Steve Lewis,USA,1969-05-16,2,Berlin,1994-08-30
969,44.73,Troy McIntosh,BAH,1973-03-29,2,Ciudad de México,1996-06-09
969,44.73,Jerome Young,USA,1976-08-14,2,Bruxelles,1998-08-28
969,44.73,Pat Dwyer,AUS,1977-11-03,1,Pretoria,2000-03-24
969,44.73,Sanderlei Claro Parrela,BRA,1974-10-07,1,Athínai,2000-06-28
969,44.73,LaShawn Merritt,USA,1986-06-27,4,Carson,2005-06-25
969,44.73,John Steffensen,AUS,1982-08-30,1,Melbourne,2006-03-22
969,44.73,Lionel Larry,USA,1986-09-14,1,Palo Alto,2007-05-13
969,44.73,Christopher Brown,BAH,1978-10-15,3rA,Roma,2008-07-11
969,44.73,LaToy Williams,BAH,1988-05-28,1,Hutchinson,2009-05-23
969,44.73,LaShawn Merritt,USA,1986-06-27,1,Monaco,2009-07-28
969,44.73,Jeremy Wariner,USA,1984-01-31,1,Roma,2010-06-10
969,44.73,LaShawn Merritt,USA,1986-06-27,1,Baie Mahault,2012-05-01
969,44.73,Bryshon Nellum,USA,1989-05-01,1,Eugene,2013-06-07
969,44.73,Kévin Borlée,BEL,1988-02-22,1,Bruxelles,2013-07-21
969,44.73,Rusheen McDonald,JAM,1992-08-17,2,Kingston,2015-06-28
969,44.73,Gil Roberts,USA,1989-03-15,2,Eugene,2016-07-03
969,44.73,Michael Cherry,USA,1995-03-23,2h1,Eugene,2017-06-07
969,44.73,Demish Gaye,JAM,1993-01-20,1,Kingston,2017-06-10
995,44.74,Alonzo Babers,USA,1961-10-31,1,Zürich,1984-08-22
995,44.74,Gabriel Tiacoh,CIV,1963-09-10,1h1,Indianapolis,1986-06-05
995,44.74,Innocent Egbunike,NGR,1961-11-30,1,Lausanne,1987-09-15
995,44.74,Innocent Egbunike,NGR,1961-11-30,4s2,Seoul,1988-09-26
995,44.74,Danny Everett,USA,1966-11-01,1,Rieti,1989-09-03
995,44.74,Andrew Valmon,USA,1965-01-01,1,Grosseto,1990-08-13
995,44.74,Samson Kitur,KEN,1966-02-25,1,Bologna,1992-09-09
995,44.74,Marlon Ramsey,USA,1974-09-11,2,Knoxville,1995-06-03
995,44.74,Gregory Haughton,JAM,1973-11-10,1,Kingston,1995-06-24
995,44.74,Raoul Howard,USA,1974-03-11,1,Lubbock,1996-05-18
995,44.74,Roxbert Martin,JAM,1969-11-05,2q3,Atlanta,1996-07-27
995,44.74,Tyree Washington,USA,1976-08-28,4,Oslo,1998-07-09
995,44.74,Brandon Couts,USA,1979-02-17,1,Houston,2000-04-01
995,44.74,Alvin Harrison,USA,1974-01-20,1r1,Brisbane,2000-09-03
995,44.74,Arnaud Malherbe,RSA,1972-11-20,2,Yokohama,2000-09-09
995,44.74,Michael Blackwood,JAM,1976-08-29,1,Kingston,2003-06-21
995,44.74,Darold Williamson,USA,1983-02-19,1,Norman,2004-05-01
995,44.74,Michael Blackwood,JAM,1976-08-29,2,London,2004-07-30
995,44.74,Tim Benjamin,GBR,1982-05-02,2,Bruxelles,2005-08-26
995,44.74,LaShawn Merritt,USA,1986-06-27,3,Bruxelles,2006-08-25
995,44.74,Jeremy Wariner,USA,1984-01-31,2,Beijing,2008-08-21
995,44.74,Michael Bingham,GBR,1986-04-13,2s1,Berlin,2009-08-19
995,44.74,Angelo Taylor,USA,1978-12-29,2,Roma,2010-06-10
995,44.74,Kévin Borlée,BEL,1988-02-22,1rA,Madrid,2011-07-09
995,44.74,LaShawn Merritt,USA,1986-06-27,2rA,Stockholm,2011-07-29
995,44.74,Jonathan Borlée,BEL,1988-02-22,1,Monaco,2012-07-20
995,44.74,Luguelin Santos,DOM,1993-11-12,1rA,Des Moines,2013-04-26
995,44.74,Tony McQuay,USA,1990-04-16,2,Des Moines,2013-06-22
995,44.74,Christopher Brown,BAH,1978-10-15,2,New York City,2015-06-13
995,44.74,Kévin Borlée,BEL,1988-02-22,4s1,Beijing,2015-08-24
995,44.74,Akeem Bloomfield,JAM,1997-11-10,1q2,Lexington,2017-05-26
995,44.74,Matthew Hudson-Smith,GBR,1994-10-26,4s2,London,2017-08-06
1027,44.75,Bert Cameron,JAM,1959-11-16,1,Köln,1982-08-22
1027,44.75,Alonzo Babers,USA,1961-10-31,1q3,Los Angeles,1984-08-05
1027,44.75,Darren Clark,AUS,1965-09-06,4,Los Angeles,1984-08-08
1027,44.75,Sunder Nix,USA,1961-12-02,5,Los Angeles,1984-08-08
1027,44.75,Gabriel Tiacoh,CIV,1963-09-10,1,Nice,1986-07-15
1027,44.75,Innocent Egbunike,NGR,1961-11-30,1,Westwood,1987-05-16
1027,44.75,Clarence Daniel,USA,1961-06-11,1q4,Indianapolis,1988-07-17
1027,44.75,Steve Lewis,USA,1969-05-16,1,Malmö,1988-08-08
1027,44.75,Steve Lewis,USA,1969-05-16,1,Norwalk,1990-06-16
1027,44.75,Deon Minor,USA,1973-01-22,1s1,Austin,1992-06-05
1027,44.75,David Grindley,GBR,1972-10-29,6,Barcelona,1992-08-05
1027,44.75,Samson Kitur,KEN,1966-02-25,1,Berlin,1992-08-21
1027,44.75,David Grindley,GBR,1972-10-29,1,Roma,1993-06-26
1027,44.75,Derek Mills,USA,1972-07-09,1,London,1995-08-27
1027,44.75,Michael McDonald,JAM,1975-03-17,1,Kingston,1996-05-11
1027,44.75,Derek Mills,USA,1972-07-09,2r1,Atlanta,1996-05-18
1027,44.75,Jopie van Oudtshoorn,RSA,1976-02-05,1,Germiston,1999-04-07
1027,44.75,Tyree Washington,USA,1976-08-28,1,Sacramento,2000-05-21
1027,44.75,Ibrahim Ismail,QAT,1972-05-10,1,Kalamáta,2000-08-19
1027,44.75,Gregory Haughton,JAM,1973-11-10,1rA,Sevilla,2002-06-08
1027,44.75,Eric Milazar,MRI,1975-06-01,2s1,Saint-Denis,2003-08-24
1027,44.75,Alleyne Francique,GRN,1976-06-07,1rA,Lausanne,2004-07-06
1027,44.75,Derrick Brew,USA,1977-12-28,1s1,Sacramento,2004-07-12
1027,44.75,Jamel Ashley,USA,1979-04-17,2,Sacramento,2005-06-11
1027,44.75,Tim Benjamin,GBR,1982-05-02,1,London,2005-07-22
1027,44.75,LaShawn Merritt,USA,1986-06-27,2s2,Indianapolis,2006-06-23
1027,44.75,David Neville,USA,1984-06-01,3,Indianapolis,2006-06-24
1027,44.75,LeJerald Betters,USA,1988-02-06,1,Toluca,2008-07-19
1027,44.75,LaShawn Merritt,USA,1986-06-27,1,New York City,2009-05-30
1027,44.75,Mike Berry,USA,1991-12-10,2,Des Moines,2012-06-08
1027,44.75,Kévin Borlée,BEL,1988-02-22,1,Bruxelles,2012-09-07
1027,44.75,David Verburg,USA,1991-05-14,3s1,Des Moines,2013-06-21
1027,44.75,Matthew Hudson-Smith,GBR,1994-10-26,2,Zürich,2014-08-15
1027,44.75,Youssef Al-Masrahi,KSA,1987-12-31,4,Eugene,2015-05-30
1027,44.75,Alphas Kishoyan,KEN,1994-10-12,1,Nairobi,2015-07-11
1027,44.75,Steven Gardiner,BAH,1995-09-12,2rA,Lausanne,2016-08-25
1027,44.75,Vernon Norwood,USA,1992-04-10,2rA,Madrid,2017-07-14
1027,44.75,Steven Gardiner,BAH,1995-09-12,1h4,London,2017-08-05
1065,44.76,Hassan El Kashief,SUD,1956-03-26,1h4,Provo,1982-06-03
1065,44.76,Walter McCoy,USA,1958-11-15,2,Zürich,1984-08-22
1065,44.76,Innocent Egbunike,NGR,1961-11-30,2,San José,1987-05-30
1065,44.76,Roddie Haley,USA,1965-12-06,2s1,San José,1987-06-26
1065,44.76,Roddie Haley,USA,1965-12-06,1,Westwood,1988-06-05
1065,44.76,Steve Lewis,USA,1969-05-16,2,Villeneuve d'Ascq,1988-06-27
1065,44.76,Roberto Hernández,CUB,1967-03-06,3r1,Zürich,1989-08-16
1065,44.76,Quincy Watts,USA,1970-06-19,2q2,Atlanta,1996-06-16
1065,44.76,Calvin Harrison,USA,1974-01-20,3q2,Atlanta,1996-06-16
1065,44.76,Derek Mills,USA,1972-07-09,2,Stockholm,1996-07-08
1065,44.76,Anthuan Maybank,USA,1969-12-30,1r2,Zürich,1999-08-11
1065,44.76,Marcus la Grange,RSA,1977-12-12,1,Durban,2002-03-23
1065,44.76,Brandon Simpson,JAM,1981-09-06,5,Athínai,2004-08-23
1065,44.76,Darold Williamson,USA,1983-02-19,1,Norman,2005-05-28
1065,44.76,Xavier Carter,USA,1985-12-08,2rA,Roma,2006-07-14
1065,44.76,LaShawn Merritt,USA,1986-06-27,2s2,Eugene,2008-06-30
1065,44.76,Christopher Brown,BAH,1978-10-15,3,Saint-Denis,2008-07-18
1065,44.76,LaShawn Merritt,USA,1986-06-27,1s1,Daegu,2011-08-29
1065,44.76,Kirani James,GRN,1992-09-01,2,Monaco,2012-07-20
1065,44.76,Bryshon Nellum,USA,1989-05-01,1,Los Angeles,2013-05-12
1065,44.76,Christopher Brown,BAH,1978-10-15,3,Des Moines,2015-04-24
1065,44.76,Vernon Norwood,USA,1992-04-10,2,Starkville,2015-05-16
1065,44.76,Bralon Taplin,GRN,1992-05-08,2rA,Kingston,2016-06-11
1088,44.77,Darren Clark,AUS,1965-09-06,2q1,Los Angeles,1984-08-05
1088,44.77,Félix Stevens,CUB,1964-03-08,1,Santiago de Cuba,1986-02-21
1088,44.77,Harry Reynolds,USA,1964-06-08,2,Paris,1987-07-16
1088,44.77,Quincy Watts,USA,1970-06-19,1h2,Austin,1992-06-03
1088,44.77,Steve Lewis,USA,1969-05-16,2s2,New Orleans,1992-06-24
1088,44.77,Harry Reynolds,USA,1964-06-08,1,Columbus,1993-05-09
1088,44.77,Sunday Bada,NGR,1969-06-22,2,Köln,1993-08-01
1088,44.77,Kevin Little,USA,1968-04-03,1r1,Walnut,1996-04-21
1088,44.77,Roger Black,GBR,1966-03-31,2,Eugene,1996-05-26
1088,44.77,Anthuan Maybank,USA,1969-12-30,1h2,Atlanta,1996-06-15
1088,44.77,Jason Rouser,USA,1970-03-22,4s2,Atlanta,1996-06-17
1088,44.77,Jason Rouser,USA,1970-03-22,6,Atlanta,1996-06-19
1088,44.77,Roxbert Martin,JAM,1969-11-05,1,Bloomington,1997-06-07
1088,44.77,Davis Kamoga,UGA,1968-03-17,1,Torino,1997-06-24
1088,44.77,Iwan Thomas,GBR,1974-01-05,4,Roma,1998-07-14
1088,44.77,Kennedy Ochieng,KEN,1971-12-30,1,Johannesburg,1999-09-16
1088,44.77,Tyree Washington,USA,1976-08-28,2,Saint-Denis,2003-08-26
1088,44.77,Lansford Spence,JAM,1982-12-15,1,Kingston,2005-06-26
1088,44.77,LaShawn Merritt,USA,1986-06-27,3rA,Roma,2006-07-14
1088,44.77,Gary Kikaya,COD,1978-02-04,2,Hengelo,2007-05-26
1088,44.77,Lionel Larry,USA,1986-09-14,1,Tempe,2008-05-16
1088,44.77,Tabarie Henry,ISV,1987-12-01,2,Hutchinson,2009-05-23
1088,44.77,David Gillick,IRL,1983-07-09,1,Madrid,2009-07-04
1088,44.77,Rennie Quow,TTO,1987-08-25,3,Zürich,2009-08-28
1088,44.77,Jonathan Borlée,BEL,1988-02-22,3,Saint-Denis,2010-07-16
1088,44.77,Kévin Borlée,BEL,1988-02-22,2h3,Daegu,2011-08-28
1088,44.77,Demetrius Pinder,BAH,1989-02-13,1rA,Nassau,2012-06-23
1088,44.77,Youssef Al-Masrahi,KSA,1987-12-31,2,Ad-Dawhah,2014-05-09
1088,44.77,Youssef Al-Masrahi,KSA,1987-12-31,3,Eugene,2014-05-31
1088,44.77,Javon Francis,JAM,1994-12-14,4s3,Beijing,2015-08-24
1088,44.77,Bryshon Nellum,USA,1989-05-01,5s2,Beijing,2015-08-24
1088,44.77,Javon Francis,JAM,1994-12-14,3,Baie Mahault,2016-05-14
1088,44.77,Michael Cherry,USA,1995-03-23,1r2,Baton Rouge,2017-04-22
1088,44.77,Michael Cherry,USA,1995-03-23,3,Eugene,2017-06-09
1122,44.78,Viktor Markin,RUS,1957-02-23,1,Moskva,1984-08-17
1122,44.78,Danny Everett,USA,1966-11-01,1,Barcelona,1990-07-16
1122,44.78,Susumu Takano,JPN,1961-05-21,1,Tokyo,1991-06-16
1122,44.78,Ian Morris,TTO,1961-11-30,1q3,Barcelona,1992-08-02
1122,44.78,Quincy Watts,USA,1970-06-19,1,London,1993-07-23
1122,44.78,Gregory Haughton,JAM,1973-11-10,4s2,Stuttgart,1993-08-16
1122,44.78,Roger Black,GBR,1966-03-31,1,Rieti,1994-08-28
1122,44.78,Derek Mills,USA,1972-07-09,2,Rieti,1994-08-28
1122,44.78,Quincy Watts,USA,1970-06-19,1,Fresno,1996-04-13
1122,44.78,Calvin Harrison,USA,1974-01-20,5s2,Atlanta,1996-06-17
1122,44.78,Derek Mills,USA,1972-07-09,2,Bruxelles,1996-08-23
1122,44.78,Tyree Washington,USA,1976-08-28,1s2,New Orleans,1998-06-20
1122,44.78,Tyree Washington,USA,1976-08-28,1,Stockholm,1998-08-05
1122,44.78,Sanderlei Claro Parrela,BRA,1974-10-07,3,Eugene,2000-06-24
1122,44.78,Ja'Warren Hooker,USA,1978-09-24,1s2,Sacramento,2000-07-15
1122,44.78,Michael McDonald,JAM,1975-03-17,2,Princeton,2001-05-12
1122,44.78,Avard Moncur,BAH,1978-11-02,1,Columbia,2001-05-13
1122,44.78,Michael McDonald,JAM,1975-03-17,2,Belém,2002-05-05
1122,44.78,Alleyne Francique,GRN,1976-06-07,1rA,Madrid,2003-07-19
1122,44.78,LaShawn Merritt,USA,1986-06-27,1,Monaco,2006-08-20
1122,44.78,LaShawn Merritt,USA,1986-06-27,3,Berlin,2006-09-03
1122,44.78,LaShawn Merritt,USA,1986-06-27,1h4,Osaka,2007-08-28
1122,44.78,Jonathan Borlée,BEL,1988-02-22,1,Fayetteville,2009-06-13
1122,44.78,Demetrius Pinder,BAH,1989-02-13,1,Freeport,2011-06-25
1122,44.78,Jonathan Borlée,BEL,1988-02-22,1,Bruxelles,2011-09-16
1122,44.78,LaShawn Merritt,USA,1986-06-27,1s2,Eugene,2012-06-23
1122,44.78,Luguelin Santos,DOM,1993-11-12,1s3,London,2012-08-05
1122,44.78,Lalonde Gordon,TTO,1988-11-25,3,Glasgow,2014-07-30
1122,44.78,LaShawn Merritt,USA,1986-06-27,1s2,Eugene,2015-06-26
1122,44.78,LaShawn Merritt,USA,1986-06-27,2,Ad-Dawhah,2017-05-05
1152,44.79,Alberto Juantorena,CUB,1950-12-03,1,Guadalajara,1977-08-12
1152,44.79,Bert Cameron,JAM,1959-11-16,1h5,Provo,1982-06-03
1152,44.79,Antonio McKay,USA,1964-02-09,1,Budapest,1986-08-11
1152,44.79,Roberto Hernández,CUB,1967-03-06,1,La Habana,1988-03-05
1152,44.79,Andrew Valmon,USA,1965-01-01,2,Sevilla,1988-06-01
1152,44.79,Antonio McKay,USA,1964-02-09,5,Indianapolis,1988-07-20
1152,44.79,Tim Simon,USA,1966-09-11,1,Columbus,1989-05-13
1152,44.79,Roberto Hernández,CUB,1967-03-06,1,Seattle,1990-07-24
1152,44.79,Roger Black,GBR,1966-03-31,1,Granada,1991-05-25
1152,44.79,Evan Clarke,JAM,1965-03-02,2,Abilene,1993-05-29
1152,44.79,Harry Reynolds,USA,1964-06-08,1,Columbus,1996-05-05
1152,44.79,Alvin Harrison,USA,1974-01-20,1q4,Atlanta,1996-07-27
1152,44.79,Michael McDonald,JAM,1975-03-17,1,Ad-Dawhah,1997-04-24
1152,44.79,Tyree Washington,USA,1976-08-28,1,Indianapolis,1997-06-14
1152,44.79,Davis Kamoga,UGA,1968-03-17,2,Dakar,1998-08-20
1152,44.79,Troy McIntosh,BAH,1973-03-29,1,Nassau,1999-05-26
1152,44.79,Clement Chukwu,NGR,1973-07-07,1,Boise,1999-06-05
1152,44.79,Mark Richardson,GBR,1972-07-26,1,London,1999-08-07
1152,44.79,Pat Dwyer,AUS,1977-11-03,1,Pietersburg,2000-03-18
1152,44.79,Jerome Young,USA,1976-08-14,2,Palo Alto,2003-06-21
1152,44.79,Marc Raquil,FRA,1977-04-02,3,Saint-Denis,2003-08-26
1152,44.79,Jerry Harris,USA,1981-10-29,2h2,Sacramento,2004-07-11
1152,44.79,Otis Harris,USA,1982-06-30,1,Bruxelles,2004-09-03
1152,44.79,Christopher Brown,BAH,1978-10-15,1h2,Beijing,2008-08-18
1152,44.79,Leslie Djhoné,FRA,1981-03-18,1s2,Beijing,2008-08-19
1152,44.79,Jermaine Gonzáles,JAM,1984-11-26,1rA,Sotteville-lès-Rouen,2010-06-12
1152,44.79,David Gillick,IRL,1983-07-09,1s2,Barcelona,2010-07-28
1152,44.79,Tony McQuay,USA,1990-04-16,1s1,Eugene,2011-06-24
1152,44.79,Christopher Brown,BAH,1978-10-15,3rA,Stockholm,2011-07-29
1152,44.79,Christopher Brown,BAH,1978-10-15,4,London,2012-08-06
1152,44.79,Pavel Maslák,CZE,1991-02-21,3,Ad-Dawhah,2014-05-09
1152,44.79,Najee Glass,USA,1994-06-12,1rA,Gainesville,2015-04-24
1152,44.79,Youssef Al-Masrahi,KSA,1987-12-31,3rA,Madrid,2015-07-11
1152,44.79,Machel Cedenio,TTO,1995-06-09,1r1,Gainesville,2016-04-22
1152,44.79,Najee Glass,USA,1994-06-12,3s1,Eugene,2016-07-02
1152,44.79,Kyle Clemons,USA,1990-12-27,4s1,Eugene,2016-07-02
1152,44.79,Tony McQuay,USA,1990-04-16,4,Monaco,2016-07-15
1152,44.79,LaShawn Merritt,USA,1986-06-27,1,Eugene,2017-05-27
1152,44.79,Kévin Borlée,BEL,1988-02-22,1rB,Madrid,2017-07-14
1191,44.8,Wayne Collett,USA,1949-10-20,2,München,1972-09-07
1191,44.8,Alberto Juantorena,CUB,1950-12-03,2,Ciudad de México,1975-10-18
1191,44.8,Chris Whitlock,USA,1959-05-18,2,Colorado Springs,1983-07-02
1191,44.8,Darren Clark,AUS,1965-09-06,1,London,1985-07-19
1191,44.8,Michael Franks,USA,1963-09-23,1r1=,Zürich,1985-08-21
1191,44.8,Thomas Schönlebe,GER,1965-08-06,1r1=,Zürich,1985-08-21
1191,44.8,Félix Stevens,CUB,1964-03-08,1,La Habana,1986-02-05
1191,44.8,Innocent Egbunike,NGR,1961-11-30,2,London,1987-08-14
1191,44.8,Harry Reynolds,USA,1964-06-08,3,Roma,1987-09-03
1191,44.8,Danny Everett,USA,1966-11-01,1,Berlin,1989-08-18
1191,44.8,Roberto Hernández,CUB,1967-03-06,2,Sevilla,1991-05-30
1191,44.8,Andrew Valmon,USA,1965-01-01,3s1,New Orleans,1992-06-24
1191,44.8,Samson Kitur,KEN,1966-02-25,2,Lausanne,1993-07-07
1191,44.8,Samson Kitur,KEN,1966-02-25,3,Monaco,1993-08-07
1191,44.8,Michael Johnson,USA,1967-09-13,2h2,Atlanta,1996-06-15
1191,44.8,Darnell Hall,USA,1971-09-26,3rA,Stockholm,1996-07-08
